學年度,學期別,課號,永久課號,課程名稱,人數上限,上課時間,上課教室,學分,時數,開課教師,所屬系所名稱,選別,開課系所
101,1,1566,DOM1030,會計學(一),70,1EF2B,M205,3,3,蔡璧徽,管理科學系,必修,管理學院共同課程
101,1,1570,DBT1103,物理(一),9999,2GH5CD,SC151,4,4,吳天鳴,物理研究所,必修,生物科技學系
101,1,1572,DBT1121,化學,9999,1GH5A,SC158,3,3,王雲銘,生物科技學系,必修,生物科技學系
101,1,1573,DBT1131,化學實驗,9999,4EFG,SB119,1,3,黃立心,應用化學系,必修,生物科技學系
101,1,1574,DBT1141,普通生物學（一）,65,3XEF,SC109,3,3,林苕吟,生物科技學系,必修,生物科技學系
101,1,1575,DBT1145,普通生物學實驗(一),9999,3YIJ,EE134,1,3,黃慧玲,生物科技學系,必修,生物科技學系
101,1,1576,DBT1162,生物科技生涯規劃,9999,1CD,A103,2,2,李璨如,諮商中心,必修,生物科技學系
101,1,1577,DBT4999,導師時間,9999,3GH,A301,0,2,鄒協成,生物科技學系,選修,生物科技學系
101,1,1579,DBT2102,有機化學（二）,9999,2CD4G,SB210,3,3,李耀坤,應用化學系,必修,生物科技學系
101,1,1580,DBT2103,有機化學實驗（一）,9999,1CDXEFG,,2,6,李耀坤,應用化學系,必修,生物科技學系
101,1,1581,DBT2117,生物化學（一）,9999,1B3CD,A301 ,3,3,楊裕雄,生物科技學系,必修,生物科技學系
101,1,1582,DBT2127,計算生物(一),9999,5BCD,BA301,3,3,黃憲達,生物科技學系,選修,生物科技學系
101,1,1583,DBT3307,物理化學(一),9999,2EF4H,SC159,3,3,張正宏,物理研究所,必修,生物科技學系
101,1,1584,DBT4999,導師時間,9999,3GH,A302,0,2,袁俊傑,生物科技學系,選修,生物科技學系
101,1,1585,SEV2012,服務學習(二),9999,1H5X,A304,1,2,黃憲達,生物科技學系,必修,生物科技學系
101,1,1587,DBT2105,微生物學,9999,2CD5E,A301,3,3,彭慧玲,生物科技學系,必修,生物科技學系
101,1,1588,DBT2107,微生物學實驗,50,5FGH,,1,3,彭慧玲,生物科技學系,必修,生物科技學系
101,1,1589,DBT2110,儀器分析,9999,2B4CD,SB211,3,3,余艇,應用化學系,必修,生物科技學系
101,1,1592,DBT3304,生物化學實驗（二）,9999,4EFG,,1,3,吳東昆,生物科技學系,必修,生物科技學系
101,1,1593,DBT3305,儀器分析實驗,32,1EFGH,,1,4,吳慶昇,應用化學系,必修,生物科技學系
101,1,1594,DBT3306,分子生物學(二),9999,1D3EF,A204,3,3,楊昀良,生物科技學系,選修,生物科技學系
101,1,1598,DBT4021,遺傳學,9999,2B4CD,A306,3,3,楊昀良,生物科技學系,選修,生物科技學系
101,1,1599,DBT4022,動物生物技術與應用,9999,5YIJ,EE250,3,3,陳文亮,生物科技學系,選修,生物科技學系
101,1,1600,DBT4023,生理學,9999,1E3CD,EE118,3,3,曲在雯,生物科技學系,選修,生物科技學系
101,1,1601,DBT2133,基因工程設計,9999,1IJ,EE250,2,2,陳文亮,生物科技學系,選修,生物科技學系
101,1,1605,DFL1103,英文作文（一）,18,1CD,F205,2,2,陳玫萍,外國語文學系,必修,外國語文學系
101,1,1606,DFL1103,英文作文（一）,18,1CD,F206,2,2,張靄珠,外國語文學系,必修,外國語文學系
101,1,1607,DFL1103,英文作文（一）,18,1CD,F203,2,2,劉美君,外國語文學系,必修,外國語文學系
101,1,1608,DFL1115,西洋文學概論（一）,9999,2BCD,F326,3,3,林建國,外國語文學系,必修,外國語文學系
101,1,1609,DFL1117,大一英文一:文學作品導讀,9999,4BCD,F110,3,3,李家沂,外國語文學系,必修,外國語文學系
101,1,1610,DFL1120,傳達技巧工作坊(一),18,2EFG,F322,3,3,黃亭睿,外國語文學系,必修,外國語文學系
101,1,1611,DFL1120,傳達技巧工作坊(一),18,2EFG,F203,3,3,闕帝丰,外國語文學系,必修,外國語文學系
101,1,1612,DFL1120,傳達技巧工作坊(一),18,2EFG,F205,3,3,羅珮瑄,外國語文學系,必修,外國語文學系
101,1,1613,DFL1225,語言學概論（一）,9999,4EF,F110,2,2,潘荷仙,外國語文學系,必修,外國語文學系
101,1,1615,DFL4999,導師時間,9999,3GH,,0,2,李家沂,外國語文學系,選修,外國語文學系
101,1,1616,DFL4999,導師時間,9999,3GH,,0,2,林若望,外國語文學系,選修,外國語文學系
101,1,1617,DFL4999,導師時間,9999,3GH,,0,2,馮品佳,外國語文學系,選修,外國語文學系
101,1,1618,DFL4999,導師時間,9999,3GH,,0,2,賴郁雯,外國語文學系,選修,外國語文學系
101,1,1619,DFL4999,導師時間,9999,3GH,,0,2,張靄珠,外國語文學系,選修,外國語文學系
101,1,1620,DFL4999,導師時間,9999,3GH,,0,2,劉美君,外國語文學系,選修,外國語文學系
101,1,1621,DFL4999,導師時間,9999,3GH,,0,2,林建國,外國語文學系,選修,外國語文學系
101,1,1623,DFL4999,導師時間,9999,3GH,,0,2,廖秀真,外國語文學系,選修,外國語文學系
101,1,1624,DFL4999,導師時間,9999,3GH,,0,2,潘荷仙,外國語文學系,選修,外國語文學系
101,1,1625,SEV1001,服務學習(一),9999,4Y,,0,1,潘荷仙,外國語文學系,必修,外國語文學系
101,1,1627,DFL1122,傳達技巧工作坊(三),18,5CD,圖館,2,2,林建國,外國語文學系,必修,外國語文學系
101,1,1628,DFL1122,傳達技巧工作坊(三),18,5CD,F205,2,2,羅珮瑄,外國語文學系,必修,外國語文學系
101,1,1629,DFL1122,傳達技巧工作坊(三),18,5CD,F203,2,2,吳易道,外國語文學系,必修,外國語文學系
101,1,1630,DFL1406,初級法文(一),25,1EF,F203,2,2,楊啟嵐,外國語文學系,必修,外國語文學系
101,1,1631,DFL2105,英國文學（一）,9999,2EFG,F326,3,3,周英雄,外國語文學系,必修,外國語文學系
101,1,1632,DFL2107,高級寫作（一）,18,3BCD,F205,3,3,劉辰生,外國語文學系,必修,外國語文學系
101,1,1633,DFL2107,高級寫作（一）,18,3BCD,F203,3,3,林若望,外國語文學系,必修,外國語文學系
101,1,1634,DFL2107,高級寫作（一）,18,3BCD,F206,3,3,Sean Bolton,外國語文學系,必修,外國語文學系
101,1,1635,DFL2136,高級翻譯,27,4CD,F203,2,2,黃亭睿,外國語文學系,必修,外國語文學系
101,1,1636,DFL2136,高級翻譯,27,4CD,F205,2,2,胡怡敏,外國語文學系,必修,外國語文學系
101,1,1637,DFL2137,初級日文(一),40,1CD,F103,2,2,黃秀英,外國語文學系,必修,外國語文學系
101,1,1639,DFL2235,英語語法的溝通功能,80,2EF,F110,2,2,劉美君,外國語文學系,選修,外國語文學系
101,1,1640,DFL2236,語意學初探:以漢語為例,48,5CDX,F110,3,3,廖秀真,外國語文學系,選修,外國語文學系
101,1,1641,DFL4155,初級西班牙文（一）,25,1EF,F207,2,2,詹閔如,外國語文學系,必修,外國語文學系
101,1,1643,DFL1217,基礎表演,9999,5EFG,F210,3,3,陳仕瑛,外國語文學系,選修,外國語文學系
101,1,1644,DFL1412,中級法文(一),25,1GH,F203,2,2,楊啟嵐,外國語文學系,必修,外國語文學系
101,1,1645,DFL2139,中級日文(一),40,1EF,F103,2,2,黃秀英,外國語文學系,必修,外國語文學系
101,1,1646,DFL2161,口語科學概論,9999,3EF,F203,2,2,潘荷仙,外國語文學系,必修,外國語文學系
101,1,1648,DFL2228,口譯入門,20,4EFG,F206,3,3,黃亭睿,外國語文學系,選修,外國語文學系
101,1,1649,DFL3003,美國文學(一),9999,3BCD,F326,3,3,馮品佳,外國語文學系,必修,外國語文學系
101,1,1650,DFL3013,句法學/構詞學,9999,4EFG,F210,3,3,廖秀真,外國語文學系,必修,外國語文學系
101,1,1651,DFL3129,進階英聽,20,1BCD,F322,3,3,黃亭睿,外國語文學系,選修,外國語文學系
101,1,1652,DFL3051,語言學專題,25,4BCD,F101A,3,3,賴郁雯,外國語文學系,選修,外國語文學系
101,1,1653,DFL3049,專業翻譯,15,4EF,F205,2,2,胡怡敏,外國語文學系,選修,外國語文學系
101,1,1654,DFL3050,從廉價小說到後現代小說,9999,2BCD,F322,3,3,Earl Jackson,外國語文學系,選修,外國語文學系
101,1,1655,DFL4003,英語能力評鑑,9999,4X,,1,1,林若望,外國語文學系,必修,外國語文學系
101,1,1656,DFL4135,高級日文(一),40,1GH,F103,2,2,黃秀英,外國語文學系,必修,外國語文學系
101,1,1657,DFL4171,中級西班牙文（一）,25,1GH,F207,2,2,詹閔如,外國語文學系,必修,外國語文學系
101,1,1658,DFL2157,電影莎士比亞,30,4BCD,F326,3,3,林建國,外國語文學系,必修,外國語文學系
101,1,1662,DHS1001,世界文明史(一),9999,2CD,A204,2,2,蔡石山,人文社會學系,必修,人文社會學系
101,1,1663,DHS1003,初級客語(一),9999,5EFG,HKB09,3,3,盧彥杰,人文社會學系,必修,人文社會學系
101,1,1665,DHS1029,資訊科技概論,9999,5BCD,CSPC4,3,3,宋映蓉,人文社會學系,必修,人文社會學系
101,1,1666,DHS1022,客家社會與文化導論,9999,1EFG,HKB09,3,3,黃紹恆,人文社會學系,必修,人文社會學系
101,1,1667,DHS1063,人類學,9999,4EFG,HKB09,3,3,呂欣怡,人文社會學系,選修,人文社會學系
101,1,1668,DHS4999,導師時間,9999,3GH,HK119,1,2,莊雅仲,人文社會學系,必修,人文社會學系
101,1,1669,DHS4999,導師時間,9999,3GH,HK105,1,2,劉大和,人文社會學系,必修,人文社會學系
101,1,1670,DHS4999,導師時間,9999,3GH,HK120,1,2,許維德,人文社會學系,必修,人文社會學系
101,1,1672,DHS1011,人文經典閱讀(一),9999,4CD,ES201,2,2,蔣淑貞,人文社會學系,必修,人文社會學系
101,1,1673,DHS1013,社會經典閱讀(一),9999,2CD,A103,2,2,柯朝欽,人文社會學系,必修,人文社會學系
101,1,1674,DHS2001,研究方法概論,9999,3BCD,HKB09,3,3,潘美玲,人文社會學系,必修,人文社會學系
101,1,1675,DHS2004,中級客語(一),9999,1FG,HK105,2,2,羅烈師,人文社會學系,必修,人文社會學系
101,1,1676,DHS3006,性別研究,9999,2EFG,HKB09,3,3,林文玲,人文社會學系,選修,人文社會學系
101,1,1677,DHS4999,導師時間,9999,3GH,HK207,1,2,潘美玲,人文社會學系,必修,人文社會學系
101,1,1678,DHS4999,導師時間,9999,3GH,HK409,1,2,黃紹恆,人文社會學系,必修,人文社會學系
101,1,1679,DHS4999,導師時間,9999,3GH,HK106,1,2,羅烈師,人文社會學系,必修,人文社會學系
101,1,1680,DHS3051,客家文學,60,1BCD,HK106,3,3,蔣淑貞,人文社會學系,選修,人文社會學系
101,1,1681,DHS1027,歷史思維與理論,9999,4EFG,HK119,3,3,張藝曦,人文社會學系,必修,人文社會學系
101,1,1682,DHS3029,社會統計,9999,2FGH,HK119,3,3,潘美玲,人文社會學系,選修,人文社會學系
101,1,1683,DHS3052,社區歷史與地方寫作:客家專題,9999,2BCD,HK207,3,3,連瑞枝,人文社會學系,選修,人文社會學系
101,1,1684,DHS3071,語言人類學,9999,5EFG,SB201,3,3,簡美玲,人文社會學系,選修,人文社會學系
101,1,1685,DHS3073,社會學理論,9999,1FGH,HK119,3,3,柯朝欽,人文社會學系,選修,人文社會學系
101,1,1687,DHS3076,休閒社會學,9999,3BCD,HK106,3,3,柯朝欽,人文社會學系,選修,人文社會學系
101,1,1688,DHS3078,文化產業進階知識與實踐,9999,5BCD,HKB09,3,3,劉大和,人文社會學系,選修,人文社會學系
101,1,1689,DHS3081,地方行銷,9999,2FGH,HK207,3,3,林欽榮,人文社會學系,選修,人文社會學系
101,1,1691,DHS3087,客家、認同政治與社會運動,9999,2FGH,HK105,3,3,許維德,人文社會學系,選修,人文社會學系
101,1,1692,DHS3099,社區營造理論與實務-服務學習二,9999,4FGH,HK105,3,3,羅烈師,人文社會學系,選修,人文社會學系
101,1,1693,DHS3101,空間基本設計,25,2EFGH,HK409,3,3,許倍銜,建築研究所,選修,人文社會學系
101,1,1694,DHS3113,應用人類學,9999,2BCD,HK410,3,3,蔡晏霖,人文社會學系,選修,人文社會學系
101,1,1695,DHS3114,藝術與社會,25,2FGH,HK120,3,3,張琳,人文社會學系,選修,人文社會學系
101,1,1696,DHS3115,流行音樂與社會,9999,4BCD,HKB09,3,3,柯朝欽,人文社會學系,選修,人文社會學系
101,1,1697,DHS3116,企業經營史概論,9999,4EFG,HK106,3,3,黃紹恆,人文社會學系,選修,人文社會學系
101,1,1699,DHS3083,實習,9999,6EF,,2,2,羅烈師,人文社會學系,選修,人文社會學系
101,1,1700,DCT1003,傳播基礎寫作,45,5BCD,HK104,3,3,黃淑鈴,傳播與科技學系,必修,傳播與科技學系
101,1,1701,DCT1021,人類學,45,4EFG,HK104,3,3,林文玲,人文社會學系,必修,傳播與科技學系
101,1,1702,DCT1025,心理學,45,2EFG,HKB08,3,3,林慧斐,傳播與科技學系,必修,傳播與科技學系
101,1,1703,DCT1029,傳播科技工作坊,45,2BCD,HK114,3,3,鄭琨鴻,教務處,必修,傳播與科技學系
101,1,1704,DCT1032,廣播節目製作,45,5EFG,HK104,3,3,張宏宇,傳播與科技學系,選修,傳播與科技學系
101,1,1705,DCT4999,導師時間,9999,3GH,HK122,0,2,張玉佩,傳播與科技學系,選修,傳播與科技學系
101,1,1706,DCT4999,導師時間,9999,3GH,HKB08,0,2,林崇偉,傳播與科技學系,選修,傳播與科技學系
101,1,1707,DHS1003,初級客語(一),9999,5EFG,HK206,3,3,邱一帆,人文社會學系,必修,傳播與科技學系
101,1,1708,DHS1022,客家社會與文化導論,9999,1EFG,HK104,3,3,劉大和,人文社會學系,必修,傳播與科技學系
101,1,1709,SEV1011,服務學習(一),9999,4H,HK104,1,1,張宏宇,傳播與科技學系,必修,傳播與科技學系
101,1,1711,DCT2027,傳播過程與效果,45,4BCD,HK104,3,3,林日璇,傳播與科技學系,必修,傳播與科技學系
101,1,1712,DCT2034,客家與傳播科技,45,3BCD,HKB08,3,3,張宏宇,傳播與科技學系,選修,傳播與科技學系
101,1,1714,DCT2038,傳播研究方法,45,2BCD,HKB08,3,3,黃靜蓉,傳播與科技學系,必修,傳播與科技學系
101,1,1715,DCT4999,導師時間,9999,3GH,HK104,0,2,黃靜蓉,傳播與科技學系,選修,傳播與科技學系
101,1,1716,DCT4999,導師時間,9999,3GH,HK123,0,2,林日璇,傳播與科技學系,選修,傳播與科技學系
101,1,1718,DCT3072,文化產業創意行銷,60,5BCD,HK207,3,3,林崇偉,傳播與科技學系,選修,傳播與科技學系
101,1,1720,DCT3076,視覺文化與批判,40,4EFG,HKB08,3,3,魏玓,傳播與科技學系,選修,傳播與科技學系
101,1,1721,DCT3073,新科技與流行文化,30,4BCD,HK106,3,3,張玉佩,傳播與科技學系,選修,傳播與科技學系
101,1,1724,DCT3041,整合數位媒體實作(上),9999,2EFG,HK104,3,3,李美華,傳播與科技學系,必修,傳播與科技學系
101,1,1725,DCT3045,紀錄片規劃與製作(上),45,1EFG,HK114,3,3,簡偉斯,傳播與科技學系,選修,傳播與科技學系
101,1,1726,DCT3074,互動科學與設計思考,30,3BCD,HK104,3,3,許峻誠,傳播與科技學系,選修,傳播與科技學系
101,1,1727,DCT3075,數位經濟與策略行銷,30,5BCD,HK106,3,3,林慧斐,傳播與科技學系,選修,傳播與科技學系
101,1,1728,DCT3065,傳播科技專題:電子遊戲與社會,20,2BCD,HK122,3,3,林日璇,傳播與科技學系,選修,傳播與科技學系
101,1,1729,DCT3070,傳播科技專題:多媒體深度報導,25,1BCD,HK206,3,3,林照真,傳播與科技學系,選修,傳播與科技學系
101,1,1730,DCT3071,數位典藏理論實務,45,4EFG,HK114,3,3,林崇偉,傳播與科技學系,選修,傳播與科技學系
101,1,1732,DCT3018,媒體實習,9999,2X,HK104,0,1,張宏宇,傳播與科技學系,必修,傳播與科技學系
101,1,1733,DCT4023,傳播與科技生涯規劃講座,9999,1EF,HKB08,1,2,魏玓,傳播與科技學系,必修,傳播與科技學系
101,1,1734,DCT4024,畢業專題,9999,6AB,HK104,2,2,魏玓,傳播與科技學系,必修,傳播與科技學系
101,1,1739,DCP2202,微分方程,110,1CD3B,ED117,3,3,林志青,資訊工程學系,選修,電機學院與資訊學院共同課程
101,1,1740,DCP2203,微分方程(英文班),75,1CD3B,EC022,3,3,蔡淳仁,資訊工程學系,必修,電機學院與資訊學院共同課程
101,1,1741,DEE2315,工程數學:微分方程,55,1CD3B,ED301,3,3,林國瑞,電子工程學系,必修,電機學院與資訊學院共同課程
101,1,1742,DEE2316,工程數學:微分方程(英文班),75,1CD3B,ED201,3,3,霍斯科,電子工程學系,必修,電機學院與資訊學院共同課程
101,1,1743,UEE2101,微分方程,55,1CD3B,EE209,3,3,楊春美,電機工程學系,必修,電機學院與資訊學院共同課程
101,1,1744,UEE2101,微分方程,55,1CD3B,EDB26,3,3,王忠炫,電機工程學系,必修,電機學院與資訊學院共同課程
101,1,1745,UEE2101,微分方程,55,1CD3B,EE207,3,3,梁耀文,電機工程學系,必修,電機學院與資訊學院共同課程
101,1,1746,UEE2101,微分方程,55,1CD3B,ED219,3,3,陸曉峰,電機工程學系,必修,電機學院與資訊學院共同課程
101,1,1901,DOS1007,專題研究,9999,1AB,,2,2,楊一帆,應用數學系,必修,台中一中科學班
101,1,1902,DCP1223,計算機科學概論(一),20,2EFG,ED302,3,3,袁賢銘,資訊工程學系,必修,台中一中科學班
101,1,1921,DOA1002,領導與團隊學習專題,60,4IJ,A301,2,2,林紹胤,通識教育中心,必修,教務處
101,1,3101,CCP1035,網際網路技術與應用,30,2IJK,CS,3,3,陳昌盛,資訊技術服務中心,選修,資訊技術服務中心
101,1,3102,CCP1043,網頁應用系統設計,30,2BCD,CS,3,3,廖文宏,資訊技術服務中心,選修,資訊技術服務中心
101,1,3201,LIB1010,數位圖書館應用,30,2CD,圖館,2,2,黃明居,圖書館,必修,圖書館
101,1,3202,LIB1022,資訊架構,30,4CD,圖館,2,2,黃明居,圖書館,選修,圖書館
101,1,3301,COM1101,入門華語(一),15,2AB,A202,2,2,林佳慧,華語中心,選修,華語中心
101,1,3302,COM1101,入門華語(一),15,1GH,A202,2,2,林佳慧,華語中心,選修,華語中心
101,1,3303,COM1101,入門華語(一),15,1IJ,A403,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3304,COM1102,入門華語(二),15,3EF,A403,2,2,李曉慧,華語中心,選修,華語中心
101,1,3305,COM1103,入門華語(三),15,2CD,A202,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3306,COM1103,入門華語(三),15,2GH,A403,2,2,李曉慧,華語中心,選修,華語中心
101,1,3307,COM1103,入門華語(三),15,2IJ,A503,2,2,李曉慧,華語中心,選修,華語中心
101,1,3308,COM1111,入門生活華語(一),15,3CD,A507,2,2,李曉慧,華語中心,選修,華語中心
101,1,3309,COM1111,入門生活華語(一),15,4CD,A202,2,2,林佳慧,華語中心,選修,華語中心
101,1,3310,COM1111,入門生活華語(一),15,4EF,A202,2,2,林佳慧,華語中心,選修,華語中心
101,1,3311,COM1112,入門生活華語(二),15,1GH,A403,2,2,李曉慧,華語中心,選修,華語中心
101,1,3312,COM1201,基礎華語(一),15,2CD,A203,2,2,林佳慧,華語中心,選修,華語中心
101,1,3313,COM1201,基礎華語(一),15,4CD,A203,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3314,COM1202,基礎華語(二),15,2EF,A202,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3315,COM1203,基礎華語(三),15,4EF,A203,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3316,COM1211,基礎生活華語(一),15,1EF,A202,2,2,林佳慧,華語中心,選修,華語中心
101,1,3317,COM1221,基礎華語會話(一),15,1EF,A203,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3318,COM1221,基礎華語會話(一),15,5CD,A403,2,2,李曉慧,華語中心,選修,華語中心
101,1,3319,COM1222,基礎華語會話(二),15,1CD,A403,2,2,李曉慧,華語中心,選修,華語中心
101,1,3320,COM1301,初級華語(一),15,3CD,A405,2,2,鄭彩娥,華語中心,選修,華語中心
101,1,3321,COM1302,初級華語(二),15,3EF,A203,2,2,林佳慧,華語中心,選修,華語中心
101,1,3322,COM1401,中高級華語(一),15,4BCD,A205,3,3,柯秀沈,華語中心,選修,華語中心
101,1,3323,COM1501,今日台灣(一),15,1FGH,A402,3,3,張家玉,華語中心,選修,華語中心
101,1,3324,COM1511,高級華語閱讀(一),15,5CD,A203,2,2,柯秀沈,華語中心,選修,華語中心
101,1,3401,COM3002,文字學,9999,2CD,A403,2,2,林宛蓉,華語中心,選修,華語中心
101,1,3501,SEV0035,照顧長輩點亮生命-服務學習二,30,1X2X,,2,2,牛玉珍,衛保組(健康與護理),必修,服務學習中心
101,1,3502,SEV0041,社區反哺-服務學習二,20,5IJ,A204,1,2,冉曉雯,光電工程學系,必修,服務學習中心
101,1,3504,SEV0016,原住民服務-服務學習二,36,1X,A204,1,2,李翹宏,人文社會學系,必修,服務學習中心
101,1,3505,SEV0037,關懷弱勢兒童-服務學習二,9999,3IJ,A205,1,2,陳仁姮,通識教育中心,必修,服務學習中心
101,1,3507,SEV0025,動物與我-服務學習二,50,2GH,A204,1,2,包曉天,管理科學系,必修,服務學習中心
101,1,3601,PMU2002,鋼琴班,20,1CD,EE115,1,2,謝明志,通識教育中心,選修,音樂學分學程
101,1,3602,PMU2002,鋼琴班,20,5CD,EE115,1,2,葉怡君,音樂研究所,選修,音樂學分學程
101,1,5001,ECS5101,專題研討,9999,,,0,3,蔡德明,電機工程學系,必修,電機資訊國際碩、博士學位
101,1,5003,ECS5202,網通服務導向架構,9999,1CDX,CS4,3,3,謝筱齡,資訊技術服務中心,選修,電機資訊國際碩、博士學位
101,1,5004,IEE5307,電子專題研討(固態組),150,1EF,ED116,0,2,鄭裕庭,電子工程學系,必修,電子研究所
101,1,5005,IEE5308,電子專題研討(系統組),150,2EF,ED116,0,2,莊景德,電子工程學系,必修,電子研究所
101,1,5008,IEE5323,無線通訊系統設計,9999,1GHY,EDB22,3,3,黃經堯,電子工程學系,選修,電子研究所
101,1,5009,IEE5331,記憶體系統,50,4EFG,ES201,3,3,黃威,電子工程學系,選修,電子研究所
101,1,5010,IEE5501,固態物理,9999,3H5CD,ED201,3,3,霍斯科,電子工程學系,選修,電子研究所
101,1,5011,IEE5502,光電子學,9999,4CDX,EDB22,3,3,林國瑞,電子工程學系,選修,電子研究所
101,1,5012,IEE5513,計算機結構,9999,2B4CD,ED301,3,3,賴伯承,電子工程學系,選修,電子研究所
101,1,5013,IEE5530,超大型積體電路訊號處理,9999,1GHY,ED101,3,3,劉志尉,電子工程學系,選修,電子研究所
101,1,5014,IEE5547,元件電路計測實驗,40,4CD6IJK,ED101,2,5,蘇彬,電子工程學系,選修,電子研究所
101,1,5015,IEE5553,高等電磁學（一）,30,2CD5B,EDB22,3,3,林炯源,電子工程學系,選修,電子研究所
101,1,5016,IEE5555,電子材料,9999,3B5EF,ED525,3,3,曾俊元,電子工程學系,選修,電子研究所
101,1,5017,IEE5561,半導體物理及元件（一）,9999,2GH4B,ED201,3,3,鄭裕庭,電子工程學系,選修,電子研究所
101,1,5018,IEE5561,半導體物理及元件（一）,80,2GH4B,ED220,3,3,汪大暉,電子工程學系,選修,電子研究所
101,1,5019,IEE5563,積體電路技術（一）,9999,2B4EF,ED220,3,3,林鴻志,電子工程學系,選修,電子研究所
101,1,5020,IEE5571,半導體實驗,70,3EF6IJK,ED220,2,5,簡昭欣,電子工程學系,選修,電子研究所
101,1,5021,IEE5620,隨機過程,9999,1BCD,ED102,3,3,簡鳳村,電子工程學系,選修,電子研究所
101,1,5022,IEE6533,消息理論,9999,3CD5G,ED201,3,3,杭學鳴,電子工程學系,選修,電子研究所
101,1,5023,IEE5639,積體電路之靜電防護設計特論,9999,2IJK,ED203,3,3,柯明道,電子工程學系,選修,電子研究所
101,1,5024,IEE5646,射頻積體電路,9999,3EF5B,ED301,3,3,郭建男,電子工程學系,選修,電子研究所
101,1,5025,IEE5648,元件製程技術及可靠度,9999,2EF4D,ED301,3,3,簡昭欣,電子工程學系,選修,電子研究所
101,1,5026,IEE5650,VLSI測試與可測試性設計,9999,3EF5G,ED201,3,3,趙家佐,電子工程學系,選修,電子研究所
101,1,5027,IEE5668,雜訊與擾動,9999,1B3GH,EDB22,3,3,陳明哲,電子工程學系,選修,電子研究所
101,1,5028,IEE5682,低功率CMOS元件技術,9999,4GHY,EDB22,3,3,郭治群,電子工程學系,選修,電子研究所
101,1,5029,IEE5697,奈米電子元件,9999,2IJK,ED201,3,3,荊鳳德,電子工程學系,選修,電子研究所
101,1,5030,IEE5699,高等演算法,9999,3BCD,ED101,3,3,江蕙如,電子工程學系,選修,電子研究所
101,1,5031,IEE5707,類比積體電路,9999,1B3CD,ED220,3,3,吳介琮,電子工程學系,選修,電子研究所
101,1,5032,IEE5711,最佳化理論與應用,9999,2B4CD,ED305,3,3,桑梓賢,電子工程學系,選修,電子研究所
101,1,5033,IEE5712,積體電路設計實驗,60,1CD1IJ,ED415,3,4,張添烜,電子工程學系,選修,電子研究所
101,1,5034,IEE5721,三維積體電路,80,3CDX,ED116,3,3,陳冠能,電子工程學系,選修,電子研究所
101,1,5035,IEE5728,太陽能電池:物理與技術,9999,1B2EF,ED301,3,3,林詩淳,電子工程學系,選修,電子研究所
101,1,5036,IEE5729,生醫積體電路訊號處理,9999,4EFG,ED202,3,3,楊家驤,電子工程學系,選修,電子研究所
101,1,5037,IEE5734,醫療電子臨床導入,9999,2IJK,ES301,3,3,方偉騏,電子工程學系,選修,電子研究所
101,1,5038,IEE5735,智慧感測電子系統設計導論,9999,1EFG,EDB01,3,3,溫    岸,電子工程學系,選修,電子研究所
101,1,5039,IEE6661,計算機輔助設計特論,9999,2CD4EF,ED220,3,4,周景揚,電子工程學系,選修,電子研究所
101,1,5040,IEE7582,數位通訊,9999,5BCD,ED201,3,3,簡鳳村,電子工程學系,選修,電子研究所
101,1,5041,IEE7603,記憶體元件與製程,9999,1CD5CD,ED220,3,4,黃調元,電子工程學系,選修,電子研究所
101,1,5042,IEE7621,低功率電路設計特論,9999,1EF3B,ED201,3,3,李鎮宜,電子工程學系,選修,電子研究所
101,1,5043,IEE7721,數位積體電路,9999,3GH5EF,ED116,3,4,周世傑,電子工程學系,選修,電子研究所
101,1,5044,IEE7722,記憶體積體電路,9999,2GH4B,ED525,3,3,莊景德,電子工程學系,選修,電子研究所
101,1,5045,IEE7731,數位影像處理,70,1EF4B,EDB27,3,3,王聖智,電子工程學系,選修,電子研究所
101,1,5046,IEE7746,通道編碼,9999,3EFG,EDB21,3,3,魏哲和,電子工程學系,選修,電子研究所
101,1,5048,ICN5301,論文研討,9999,3EF,國際,1,2,吳炳飛,電機工程學系,必修,電控工程研究所
101,1,5049,ICN5320,嵌入式作業系統,25,1BCD,EE623,3,3,黃育綸,電機工程學系,選修,電控工程研究所
101,1,5050,ICN5412,通訊系統晶片設計,9999,4EFG,EE117,3,3,蔡尚澕,電機工程學系,選修,電控工程研究所
101,1,5051,ICN5502,線性系統理論,60,1B3CD,EE207,3,3,梁耀文,電機工程學系,必修,電控工程研究所
101,1,5052,ICN5510,矩陣運算,80,4BCD,EE102,3,3,鄧清政,電機工程學系,必修,電控工程研究所
101,1,5053,ICN5514,電動機控制,9999,1EFG,EE209,3,3,陳鴻祺,電機工程學系,必修,電控工程研究所
101,1,5054,ICN5523,可變結構控制系統,9999,2BCD,EE112,3,3,陳永平,電機工程學系,選修,電控工程研究所
101,1,5055,ICN5534,機器人學,9999,1EFG,EE623,3,3,楊谷洋,電機工程學系,必修,電控工程研究所
101,1,5056,ICN5556,電力電子,9999,2G5CD,EE209,3,3,鄒應嶼,電機工程學系,選修,電控工程研究所
